mine_id,injury_body_part,injury_classifiation,injury_count,injury_days_lost,injury_nature,injury_source
1100122,Forearm,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Caving rock, coal, ore, waste"
1100134,Knee,Days away from work only,1,9,"Sprain, strains",Ladders NEC
1100136,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1100225,Forearm,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1100225,Foot (not ankle or toes),Days away from work only,1,14,"Unclassified, not determined","Drums, pulleys, sheaves (not conveyor)"
1100244,Multiple parts,Days away from work only,1,11,Burn or scald (heat),Coal & petroleum products NEC
1100726,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Apparel NEC, Ring"
1100726,Wrist,"Occupational illness, (NOT 1-6)",1,93,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1100786,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1101013,Shoulder(s),Days away AND restricted activity,1,55,"Unclassified, not determined",Ground
1101013,Shoulder(s),Days away from work only,1,247,"Sprain, strains",Ground
1101013,Shoulder(s),Days away from work only,1,231,"Unclassified, not determined",Metal covers and guards
1101015,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
1101016,Hand,Days away from work only,1,14,"Contusion, bruise","Axe, hammer, sledge"
1101016,Finger(s),Days away from work only,1,29,"Fracture, chip","Drums, pulleys, sheaves (not conveyor)"
1101102,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Drill steel (all kinds)
1101167,Shoulder(s),Days of restricted activity only,1,0,"Contusion, bruise","Metal NEC (pipe, wire, nails, manhole covers)"
1101170,Chest,Days of restricted activity only,1,0,"Fracture, chip","Working surfaces outside, NEC"
1101197,Back,Days of restricted activity only,1,0,"Sprain, strains","Broken rock, coal, ore, waste"
1101197,Back,Days away AND restricted activity,1,8,"Sprain, strains","Broken rock, coal, ore, waste"
1101558,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1101578,Scalp,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Floor, walking surface"
1101578,Knee,Days away from work only,1,20,"Sprain, strains",Ground
1101579,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Broken rock, coal, ore, waste"
1101579,"Arm, multiple",Days away AND restricted activity,1,141,"Sprain, strains","Pumps, fans, compressors, engines, turbines, NEC"
1102051,Shoulder(s),Days away from work only,1,127,"Sprain, strains",Bags
1102051,Elbow,"Occupational illness, (NOT 1-6)",1,0,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1102403,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Steel rail (all sizes)
1102403,Elbow,"Occupational illness, (NOT 1-6)",1,0,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1102627,Knee,Days away from work only,1,62,"Sprain, strains",Bags
1102658,Shoulder(s),Days away AND restricted activity,1,123,"Sprain, strains","Crowbar, pry bar"
1102664,Knee,Days away AND restricted activity,1,24,"Sprain, strains","Mine floor, bottom, footwall"
1102664,Foot (not ankle or toes),Days of restricted activity only,1,0,"Fracture, chip","Posts, caps, headers, timber"
1102664,Shoulder(s),Days away from work only,1,231,Dislocation,"Metal NEC (pipe, wire, nails, manhole covers)"
1102814,Shoulder(s),Days away from work only,1,254,"Sprain, strains",Wrench
1102814,Lower leg,Days of restricted activity only,1,0,"Fracture, chip","Hoisting apparatus, NEC"
1102814,Lower leg,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
1102864,Finger(s),Days away from work only,1,14,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
1102895,Neck,"Injuries w/o death, days away, or restrict. act.",1,0,"Unclassified, not determined","Miscellaneous, NEC"
1102978,Eye(s) (inc. optic nerve & vision),Days away from work only,1,2,Non-Contact electric arc burn,"Machines NEC, welder, office machines"
1103029,"Face, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Rubber, glass, plastic"
1103064,"Arm, NEC",Days away from work only,1,29,"Contusion, bruise",Ground
1103064,Knee,Days away from work only,1,5,"Sprain, strains",Loose dirt & mud
1103064,Finger(s),Days away from work only,1,6,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1103064,Ankle,Days away from work only,1,132,"Sprain, strains",Ground
1103064,Back,Days away from work only,1,123,"Unclassified, not determined",Ground
1103064,Shoulder(s),Days away from work only,1,49,"Unclassified, not determined",Passenger cars and pickup trucks
1103084,Back,Days of restricted activity only,1,0,"Sprain, strains","Highway ore carriers, other large trucks, buses"
1103111,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains",Bodily motion
1103111,Multiple parts,Days away from work only,1,0,Multiple injuries,"Flame, fire, smoke NEC"
1103141,Jaw (inc. chin),Days away from work only,1,24,"Fracture, chip",Hand tools not powered NEC
1103141,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Longwall supports (chocks and blocks)
1103141,Knee,Days away from work only,1,20,"Sprain, strains",Bodily motion
1103141,Knee,Days away from work only,1,240,"Sprain, strains","Mine floor, bottom, footwall"
1103141,Abdomen,Days away from work only,1,25,"Hernia, rupture","Conductors, electric cables and trolley poles"
1103141,Foot (not ankle or toes),Days away from work only,1,2,"Contusion, bruise",Belt conveyors
1103141,Shoulder(s),Days away from work only,1,64,"Sprain, strains","Hand tools, powered NEC"
1103141,Elbow,Days away from work only,1,64,"Sprain, strains","Cement products, concrete blocks, dry grout, etc."
1103141,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Metal covers and guards
1103141,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Hand tools not powered NEC
1103141,Back,Days away from work only,1,18,"Sprain, strains","Conductors, electric cables and trolley poles"
1103141,Multiple parts,Days away from work only,1,86,"Sprain, strains","Mine floor, bottom, footwall"
1103141,Shoulder(s),Days away from work only,1,13,"Sprain, strains",Underground mining machines
1103141,Knee,Days away from work only,1,20,"Sprain, strains","Mine floor, bottom, footwall"
1103143,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103143,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103143,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103143,Chest,Days away from work only,1,25,"Fracture, chip","Highway ore carriers, other large trucks, buses"
1103143,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103143,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103147,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Belt conveyors
1103147,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103147,Back,Days away AND restricted activity,1,104,"Unclassified, not determined",Metal covers and guards
1103147,Shoulder(s),Days away from work only,1,50,"Sprain, strains","Axe, hammer, sledge"
1103147,Back,Days away from work only,1,112,"Sprain, strains",Bags
1103147,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Caving rock, coal, ore, waste"
1103147,Finger(s),Days away from work only,1,42,"Cut, laceration, puncture","Mine floor, bottom, footwall"
1103147,"Head, NEC",Days away from work only,1,5,"Unclassified, not determined","Mine floor, bottom, footwall"
1103147,Wrist,"Occupational illness, (NOT 1-6)",1,32,"Joint, tendon, or muscle inflammation or irritation",Underground mining machines
1103147,Lower leg,Days away from work only,1,135,"Fracture, chip","Caving rock, coal, ore, waste"
1103147,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
1103147,Back,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Broken rock, coal, ore, waste"
1103147,Knee,Days away from work only,1,50,"Sprain, strains","Underground, NEC"
1103147,Back,Days away AND restricted activity,1,2,"Sprain, strains",Bodily motion
1103147,Shoulder(s),Days away from work only,1,78,"Sprain, strains","Conductors, electric cables and trolley poles"
1103147,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103147,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains","Conductors, electric cables and trolley poles"
1103147,Nose,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
1103147,Wrist,"Occupational illness, (NOT 1-6)",1,0,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103147,Elbow,Days of restricted activity only,1,0,"Sprain, strains",Roof bolts
1103147,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103147,Abdomen,Days away from work only,1,35,"Hernia, rupture","Broken rock, coal, ore, waste"
1103147,Knee,Days away from work only,1,37,"Sprain, strains",Bags
1103147,Abdomen,Days away from work only,1,43,"Hernia, rupture",Jacks (not longwall)
1103147,Back,Days away from work only,1,88,"Sprain, strains",Roof bolts
1103147,Multiple parts,Days away from work only,1,133,"Fracture, chip","Mine jeep, kersey, jitney (rail & nonrail), S&S tractor"
1103147,Knee,Days away from work only,1,32,"Sprain, strains","Mine floor, bottom, footwall"
1103156,Thigh,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Nonpowered vehicles (dollies, wheelbarrow, etc.)"
1103182,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,Crushing,"Metal NEC (pipe, wire, nails, manhole covers)"
1103182,Lower leg,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
1103182,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
1103182,Eye(s) (inc. optic nerve & vision),Days away from work only,1,4,Dust in eyes,Boilers
1103182,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Jacks (not longwall)
1103182,Foot (not ankle or toes),Days away from work only,1,4,"Contusion, bruise","Broken rock, coal, ore, waste"
1103182,Hand,Days away from work only,1,93,"Cut, laceration, puncture","Caving rock, coal, ore, waste"
1103182,Back,Days away from work only,1,49,"Sprain, strains",Boilers
1103189,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains",Roof bolts
1103189,Shoulder(s),Days away from work only,1,128,"Fracture, chip",Hand tools not powered NEC
1103189,Chest,Days away from work only,1,14,"Fracture, chip","Broken rock, coal, ore, waste"
1103189,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103189,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103189,Finger(s),Days away from work only,1,10,"Sprain, strains",Belt conveyors
1103189,Shoulder(s),Days away from work only,1,42,"Sprain, strains",Belt conveyors
1103189,Back,Days away from work only,1,120,"Sprain, strains",Hand tools not powered NEC
1103189,Shoulder(s),Days away from work only,1,59,"Sprain, strains",Belt conveyors
1103189,Wrist,Days away from work only,1,54,"Sprain, strains","Mine floor, bottom, footwall"
1103189,Ankle,Days away from work only,1,17,"Unclassified, not determined","Caving rock, coal, ore, waste"
1103189,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103189,Elbow,Days away from work only,1,55,"Fracture, chip",Hand tools not powered NEC
1103189,Ankle,Days away from work only,1,2,"Contusion, bruise",Blocking
1103189,Shoulder(s),Days away from work only,1,73,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
1103189,Finger(s),Days away from work only,1,40,"Fracture, chip","Pumps, fans, compressors, engines, turbines, NEC"
1103189,Multiple parts,Days away from work only,2,161,"Sprain, strains",Passenger cars and pickup trucks
1103189,"Trunk, multiple",Days away from work only,2,76,"Sprain, strains",Passenger cars and pickup trucks
1103189,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Chain hoist, chain blocks"
1103189,Finger(s),Days away from work only,1,43,"Fracture, chip",Drill steel (all kinds)
1103189,Back,Days away from work only,1,29,"Sprain, strains",Belt conveyors
1103189,Knee,Days away from work only,1,47,"Sprain, strains",Underground mining machines
1103189,Knee,Days away from work only,1,44,"Sprain, strains","Mine floor, bottom, footwall"
1103189,Back,Days away from work only,1,42,"Sprain, strains","Chains, ropes, cables (not conveyor)"
1103193,Shoulder(s),Days away from work only,1,11,"Sprain, strains","Conductors, electric cables and trolley poles"
1103193,Back,Days away from work only,1,18,"Sprain, strains","Conductors, electric cables and trolley poles"
1103193,Knee,Days away from work only,1,69,"Sprain, strains",Bodily motion
1103193,Multiple parts,Days away from work only,1,39,"Sprain, strains","Caving rock, coal, ore, waste"
1103193,Ankle,Days away from work only,1,8,"Fracture, chip","Mine floor, bottom, footwall"
1103193,Forearm,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Caving rock, coal, ore, waste"
1103193,Thigh,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
1103193,Knee,Days away from work only,1,106,"Sprain, strains","Miscellaneous, NEC"
1103193,Back,Days away from work only,1,18,"Sprain, strains","Cement products, concrete blocks, dry grout, etc."
1103193,Shoulder(s),Days away from work only,1,71,"Contusion, bruise","Mine jeep, kersey, jitney (rail & nonrail), S&S tractor"
1103193,Shoulder(s),"Occupational illness, (NOT 1-6)",1,8,"Occupational diseases, NEC","Miscellaneous, NEC"
1103193,Abdomen,Days away from work only,1,119,"Hernia, rupture",Belt conveyors
1103193,Wrist,"Occupational illness, (NOT 1-6)",1,96,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103193,Shoulder(s),Days away from work only,1,138,"Sprain, strains",Roof bolts
1103193,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
1103193,Finger(s),Days away AND restricted activity,1,3,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1103193,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103193,Wrist,"Occupational illness, (NOT 1-6)",1,67,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103193,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103193,Shoulder(s),Days away from work only,1,205,Dislocation,"Mine floor, bottom, footwall"
1103193,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Belt conveyors
1103193,Wrist,"Occupational illness, (NOT 1-6)",1,56,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103193,Shoulder(s),Days away from work only,1,158,"Contusion, bruise","Mine floor, bottom, footwall"
1103193,Forearm,Days away from work only,1,73,"Fracture, chip",Metal covers and guards
1103203,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
1103203,Jaw (inc. chin),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Crowbar, pry bar"
1103203,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Steel rail (all sizes)
1103203,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
1103203,Foot (not ankle or toes),Days away from work only,1,45,"Fracture, chip",Drill steel (all kinds)
1103212,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1103213,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Axe, hammer, sledge"
1103230,Abdomen,Days of restricted activity only,1,0,"Hernia, rupture",Wrench
1103230,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,"Metal NEC (pipe, wire, nails, manhole covers)"
1103232,Nose,Days away from work only,1,1,"Fracture, chip",Ground
1103235,Abdomen,Days away from work only,1,11,"Hernia, rupture",Boilers
1103235,Shoulder(s),"Occupational illness, (NOT 1-6)",1,91,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103235,Knee,"Occupational illness, (NOT 1-6)",1,65,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103235,Elbow,"Occupational illness, (NOT 1-6)",1,103,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103235,Thigh,Days away from work only,1,235,"Fracture, chip",Underground mining machines
1103235,Knee,Days away from work only,1,63,"Sprain, strains","Mine floor, bottom, footwall"
1103235,"Upper extremities, multiple","Occupational illness, (NOT 1-6)",1,62,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
1103235,Knee,Days away from work only,1,41,"Sprain, strains","Mine floor, bottom, footwall"
1103235,Wrist,Days away from work only,1,158,"Sprain, strains","Conductors, electric cables and trolley poles"
1103235,Multiple parts,"Injuries w/o death, days away, or restrict. act.",1,0,"Contusion, bruise","Caving rock, coal, ore, waste"
1103236,Hips,Days of restricted activity only,1,0,"Sprain, strains",Surface mining machines
1103253,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
1103274,Neck,Days away from work only,1,4,"Sprain, strains",Surface mining machines
1103294,Abdomen,"Permanent disability, partial or total",1,0,"Hernia, rupture","Conductors, electric cables and trolley poles"
1200008,Back,Days of restricted activity only,1,0,"Sprain, strains",Surface mining machines
1200020,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Wrench
1200022,Foot (not ankle or toes),Days of restricted activity only,1,0,"Fracture, chip",Ground
1200022,"Arm, NEC",Days away from work only,1,155,"Contusion, bruise",Metal covers and guards
1200028,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Milling, cleaning plant, & breaker machines"
1200029,Shoulder(s),Days away from work only,1,137,"Sprain, strains","Broken rock, coal, ore, waste"
1200052,"Upper extremities, multiple",Days away from work only,1,46,"Unclassified, not determined","Milling, cleaning plant, & breaker machines"
1200052,Shoulder(s),Days away from work only,1,145,"Unclassified, not determined",Ground
1200063,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Hand tools, powered NEC"
1200063,Finger(s),Days of restricted activity only,1,0,"Cut, laceration, puncture","Miscellaneous, NEC"
1200063,Elbow,Days of restricted activity only,1,0,"Sprain, strains",Railroad ties
1200063,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
1200063,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
1200063,Finger(s),Days of restricted activity only,1,0,"Fracture, chip","Broken rock, coal, ore, waste"
1200063,Wrist,Days of restricted activity only,1,0,"Fracture, chip",Surface mining machines
1200063,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1200064,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Belt conveyors
1200064,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
1200064,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
1200064,"Lower extremities, multiple",Days of restricted activity only,1,0,"Sprain, strains",Ground
1200065,Knee,Days away AND restricted activity,1,28,"Sprain, strains","Highway ore carriers, other large trucks, buses"
1200065,Finger(s),Days of restricted activity only,1,0,Dislocation,"Working surfaces outside, NEC"
1200066,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1200066,Shoulder(s),Days away AND restricted activity,1,8,"Sprain, strains",Containers NEC
1200066,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Bodily motion
1200066,Elbow,Days of restricted activity only,1,0,"Sprain, strains","Elevators, cages, skips, etc."
1200066,Foot (not ankle or toes),Days of restricted activity only,1,0,"Fracture, chip",Ground
1200066,Upper arm,Days of restricted activity only,1,0,"Sprain, strains",Metal covers and guards
1200071,Shoulder(s),Days away AND restricted activity,1,10,"Sprain, strains",Ground
1200084,Elbow,Days of restricted activity only,1,0,"Sprain, strains","Broken rock, coal, ore, waste"
1200084,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Pulverized mineral
1200084,"Leg, NEC",Days away from work only,1,223,"Fracture, chip",Ground
1200089,Chest,Days away from work only,1,27,"Fracture, chip",Ground
1200089,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
1200102,Elbow,Days of restricted activity only,1,0,"Joint, tendon, or muscle inflammation or irritation","Scaffolds, staging, etc."
1200115,Multiple parts,Days away from work only,1,7,"Sprain, strains","Highway ore carriers, other large trucks, buses"
1200123,Ankle,Days of restricted activity only,1,0,"Fracture, chip",Ground
1200124,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Unclassified, not determined","Broken rock, coal, ore, waste"
1200128,Chest,Days away from work only,1,2,"Contusion, bruise",Ground
1200136,Knee,Days of restricted activity only,1,0,"Sprain, strains",Metal covers and guards
1200136,Knee,Days away AND restricted activity,1,6,"Sprain, strains",Ground
1200254,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1200254,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1200426,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1200426,Shoulder(s),Days away AND restricted activity,1,42,"Sprain, strains","Hand tools, powered NEC"
1200426,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1200426,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1200426,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
1200426,Shoulder(s),Days away from work only,1,120,"Sprain, strains","Stairs, steps"
1200582,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Hand tools not powered NEC
1200670,Shoulder(s),Days away from work only,1,34,"Sprain, strains",Metal covers and guards
1200839,Elbow,Days of restricted activity only,1,0,"Unclassified, not determined",Ground
1200840,Ear(s) internal (inc. hearing),"Occupational illness, (NOT 1-6)",1,0,Hearing loss or impairment,Noise NEC
1200840,Foot (not ankle or toes),Days of restricted activity only,1,0,"Fracture, chip",Surface mining machines
1200945,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,Crushing,"Metal NEC (pipe, wire, nails, manhole covers)"
1200992,Shoulder(s),Days of restricted activity only,1,0,"Contusion, bruise","Floor, walking surface"
1200992,Shoulder(s),Days of restricted activity only,1,0,"Fracture, chip",Steel rail (all sizes)
1201020,Ankle,Days away from work only,1,10,"Sprain, strains",Ground
1201061,Back,Days away from work only,1,38,"Sprain, strains",Hand tools not powered NEC
1201150,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
1201150,Elbow,"Injuries w/o death, days away, or restrict. act.",1,0,"Contusion, bruise",Metal covers and guards
1201173,Hand,Days of restricted activity only,1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1201392,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
1201438,Hips,Days of restricted activity only,1,0,"Sprain, strains",Surface mining machines
1201438,Elbow,Days of restricted activity only,1,0,"Sprain, strains",Containers NEC
1201720,Hips,Days of restricted activity only,1,0,"Cut, laceration, puncture","Highway ore carriers, other large trucks, buses"
1201732,Hand,Days away from work only,1,2,Burn or scald (heat),Coal & petroleum products NEC
1201732,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Non-Contact electric arc burn,"Machines NEC, welder, office machines"
1201784,Foot (not ankle or toes),Days of restricted activity only,1,0,"Contusion, bruise","Metal NEC (pipe, wire, nails, manhole covers)"
1201994,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1202027,"Lower extremities, multiple","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Surface mining machines
1202280,Body systems,"Occupational illness, (NOT 1-6)",1,0,"Heat stroke, sunstroke, heat cramps, etc.",Heat
1202295,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
1202295,Shoulder(s),Days away from work only,1,87,"Sprain, strains",Metal covers and guards
1202295,Knee,Days away from work only,1,71,"Sprain, strains","Mine floor, bottom, footwall"
1202295,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Axe, hammer, sledge"
1202295,Back,Days away from work only,1,5,"Sprain, strains",Roof bolts
1202295,Back,Days away from work only,1,21,"Fracture, chip","Mine floor, bottom, footwall"
1202295,"Leg, NEC",Days away from work only,1,151,"Contusion, bruise","Mine jeep, kersey, jitney (rail & nonrail), S&S tractor"
1202295,Multiple parts,Days away from work only,1,99,Multiple injuries,"Caving rock, coal, ore, waste"
1202295,Eye(s) (inc. optic nerve & vision),Days away from work only,1,1,"Burn, chemical",Acids and alkalies
1202349,Knee,Days away from work only,1,20,"Sprain, strains","Mine floor, bottom, footwall"
1202372,Chest,Days away from work only,1,6,"Fracture, chip",Ground
1202372,Back,Days away from work only,1,76,"Unclassified, not determined",Ground
1202372,Knee,Days away from work only,1,28,"Sprain, strains","Highway ore carriers, other large trucks, buses"
1202372,Back,Days away from work only,1,112,"Fracture, chip",Passenger cars and pickup trucks
1202374,Finger(s),Days away from work only,1,50,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
1202388,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
1202388,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1202388,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
1202388,Forearm,Days of restricted activity only,1,0,"Contusion, bruise","Working surfaces outside, NEC"
1202388,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1202388,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1202388,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
1202388,Forearm,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Mine jeep, kersey, jitney (rail & nonrail), S&S tractor"
1202388,Lower leg,Days away from work only,1,5,"Sprain, strains","Caving rock, coal, ore, waste"
1202394,Chest,Days away AND restricted activity,1,4,"Fracture, chip","Mine jeep, kersey, jitney (rail & nonrail), S&S tractor"
1202394,Shoulder(s),Days away AND restricted activity,1,197,"Sprain, strains",Containers NEC
1202394,Back,Days away from work only,1,3,"Sprain, strains",Bodily motion
1202394,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
1202394,Knee,Days away from work only,1,53,"Sprain, strains","Mine floor, bottom, footwall"
1202394,Back,Days away AND restricted activity,1,94,"Sprain, strains",Hand tools not powered NEC
1202394,Back,Days of restricted activity only,1,0,"Sprain, strains","Axe, hammer, sledge"
1202394,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Jacks (not longwall)
1202394,Knee,Days away AND restricted activity,1,17,"Sprain, strains",Belt conveyors
